Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,title_keywords,patents,companies,companies_count
"Vohl, Marie-Claude",Universite Laval,"Catalyst Grant: Environments, Genes and Chronic Disease",201304CEN,"Catalyst Grant: Environments, Genes and Chronic Disease",Interactions between dietary n-3 fatty acids and genetic variations on cardiovascular disease risk factors.,"$100,000 ",$0 ,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",OBESITY; METABOLISM AND NUTRITION; GENETICS; NUTRITION,2013-10-01,2014-09-30,"n-3 fatty acids, genetic variations, cardiovascular disease",0,0,0.0
"Chaput, Kathleen H",University of Calgary,"Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",201805MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Identification of biomarkers for antenatal depression in early pregnancy and associations with Child developmental milestone achievement at 12 and 24 months of age in the All Our Families prospective cohort,"$70,000 ",$0 ,2 yrs 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; DEPRESSION; REPRODUCTION/PREGNANCY; MENTAL HEALTH,2018-11-01,2020-10-31,"biomarkers, antenatal depression, child development",0,0,0.0
"Ancuta, Petronela",Centre hospitalier de l'Universite de Montreal (CHUM),Operating Grant: Innovative Biomedical and Clinical HIV/AIDS Research,201702IBC,Innovative Biomedical and Clinical HIV/AIDS Research,Targeting mTOR to restore mucosal immunity toward remission in HIV-infected individuals,"$250,000 ",$0 ,1 yr 6 mths ,Infection and Immunity,AIDS; VIRAL; IMMUNOLOGY-TRANSPLANTATION; VIROLOGY,2017-06-01,2018-11-30,"mTOR, mucosal immunity, HIV",0,0,0.0
"Gershon, Andrea S","Sunnybrook Research Institute (Toronto, Ontario)",Op Gr: COVID-19 Rapid Research FO - Clinical Mgmt/Health System Interventions,202005VR4,COVID-19 Rapid Research - Clinical Management & Health System Interventions,CovidFree@Home:  Development and validation of a multivariable prediction model of deterioration in patients diagnosed with COVID-19 who are managing at home,"$524,012 ",$0 ,1 yr 0 mth ,Health Services and Policy Research,EPIDEMIOLOGY; DETERMINANTS OF HEALTH; HEALTH RESEARCH,2020-06-01,2021-05-31,"COVID-19, prediction model, deterioration",0,0,0.0
"Bernstein, Lori J",University Health Network (Toronto),Pfizer Operating Grant in Disease Prevention and Management,201111XDM,Pfizer Operating Grant in Disease Prevention and Management,"Cancer-related cognitive dysfunction: prevalence, correlates and self management in cancer survivors","$94,358 ",$0 ,1 yr 0 mth ,Cancer Research,PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; CANCER THERAPY GENERAL; CANCER; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2012-04-01,2013-03-31,"cancer, cognitive dysfunction, self management",0,0,0.0
"Webb, John R",University of Victoria (British Columbia),Catalyst Grant: Systems Biology Approaches to Immunotherapy,200808CSB,Catalyst Grant: Systems Biology Approaches to Immunotherapy,The Ovarian Cancer Immune Epitope Database,"$100,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,CANCER THERAPY GENERAL; GENITO/URINARY SYSTEM; CANCER; IMMUNOLOGY-TRANSPLANTATION,2009-03-01,2010-02-28,"Ovarian cancer, immune, epitope",1,Ucl Business Plc,1.0
"Leclerc, Denis",Universite Laval,Catalyst Grant:Infection & Immunity-PHAC-CAID/Hep C Res Init/Biomed/clin stream,200909CI6,Catalyst Grant: Infection and Immunity,Development of a candidate vaccine to hepatitis C virus using an innovative virus like particles (VLPs) technology,"$99,902 ",$0 ,1 yr 0 mth ,Infection and Immunity,VIRAL; LIVER DISEASE; VIROLOGY; HEALTH RESEARCH,2010-03-01,2011-02-28,"vaccine, hepatitis C, virus-like particles",9,"Folia Biotech Inc.; Folia Biotech, Inc.; Folia Biotech Inc",3.0
"Fisher, Derek J",Mount Saint Vincent University (Halifax),Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Differential effects of cannabis use on event-related potential (ERP)-indexed brain function in males and females,"$131,720 ","$1,191 ",2 yrs 0 mth ,Gender and Health,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; PSYCHOSOCIAL AND HEALTH BEHAVIOURS; DRUG RESEARCH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2018-04-01,2020-03-31,"cannabis, ERP, brain function",0,0,0.0
"Mohamed, Ali Bedaiwy",University of British Columbia,O. Gr.: Addr. the Health Impacts of COVID-19 - Imp. of def/disp care on health,202111WI1,Operating Grant : Addressing the Wider Health Impacts of COVID-,COVID-19 and Recurrent Pregnancy Loss: Impact of Deferred Care on Perinatal Outcomes of Socio-Economically Diverse Population,"$227,868 ",$0 ,2 yrs 0 mth ,"Human Development, Child and Youth Health",ENDOCRINOLOGY; INFERTILITY FEMALE; REPRODUCTION/PREGNANCY,2022-02-01,2024-01-31,"COVID-19, Pregnancy Loss, Perinatal Outcomes",0,0,0.0
"Nieman, Brian J",Hospital for Sick Children (Toronto),Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Sex-dependent effects of cranial radiation in the developing brain,"$149,950 ",$0 ,2 yrs 0 mth ,Gender and Health,CANCER THERAPY GENERAL; MENTAL AND BEHAVIOURAL DISEASES; IMAGING; NERVOUS SYSTEM,2018-04-01,2020-03-31,"cranial radiation, developing brain, sex-dependent",0,0,0.0
"Honer, William G",University of British Columbia,Cat Grant: Cannabis Research in Urgent Priority Areas-Cannabis and Mental Health,201810CU1,Cannabis Research in Urgent Priority Areas,Effects of access to regulated cannabis on a vulnerable population,"$125,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; PSYCHOSOCIAL AND HEALTH BEHAVIOURS; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2019-03-01,2020-02-29,"cannabis, access, vulnerable population",0,0,0.0
"Jenkins, David J",University of Toronto,Operating Grant: Programmatic Grants in Food and Health - Full application,201301FHG,Operating Grant: Programmatic Grants in Food and Health,Canada-Wide Human Nutrition Trialists' Network.,"$1,658,228 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",METABOLISM AND NUTRITION; ATHEROSCLEROSIS; NUTRITION; CARDIOVASCULAR,2014-06-01,2019-05-31,"Human Nutrition, Trialists, Network",0,0,0.0
"Zhou, Youwen",University of British Columbia,China-Canada Joint Health Research Initiative,201303CCI,China-Canada Joint Health Research Initiative - Grants Program,Characterising the genetic mutations in familial hyperhidrosis palmaris et plantaris,"$225,000 ",$0 ,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,SKIN AND SUBCUTANEOUS TISSUS; MENTAL DISABILITY; GENETICS; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2014-01-01,2016-12-31,"genetic mutations, hyperhidrosis, familial",0,0,0.0
"Hawkes, Michael T",University of Alberta,Catalyst Grant: HIV/AIDS CBR Program - General Stream,201410CDE,HIV/AIDS Community-Based Research (merged),Biomarker discovery to community impact for management of vertical HIV transmission,"$32,933 ",$0 ,1 yr 0 mth ,Infection and Immunity,HEALTH CARE DELIVERY; VIRAL,2015-03-01,2016-02-29,"Biomarker, HIV, transmission",0,0,0.0
"Yu, Amy Ying Xin","Sunnybrook Research Institute (Toronto, Ontario)",Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - predictive analytic models,Developing a stroke-specific comorbidity index to predict mortality and disability in a population-based study,"$192,044 ",$0 ,2 yrs 0 mth ,Circulatory and Respiratory Health,"STROKE, HEART FAILURE; HEALTH SERVICES RESEARCH; NERVOUS SYSTEM",2017-09-01,2019-08-31,"stroke, comorbidity, index",0,0,0.0
"Carleton, R. Nicholas",University of Regina (Saskatchewan),Catalyst Grant: PTSI among PSP workers,201809PPS,Post-Traumatic Stress Injuries among Public Safety Personnel,Evaluating Critical Incident Management and Peer Support Programs for Public Safety Personnel,"$149,956 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; MENTAL AND BEHAVIOURAL DISEASES; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2019-03-01,2020-02-29,"Critical Incident, Peer Support, Public Safety",0,0,0.0
"Dasgupta, Kaberi",Research Institute of the McGill University Health Centre,Catalyst Grant-Clinical Interventions for Cardiovasc Disease:Enhancing effect...,201106CAI,Catalyst Grant: Clinical Interventions for Cardiovascular Disease,"Combining Motivational Support, Meal Preparation Training, and a Tapering Course of Meal Replacements To Achieve Vascular Risk Reduction in Women with a Gestational Diabetes History (MoMM)","$99,947 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,PSYCHOSOCIAL AND HEALTH BEHAVIOURS; OBESITY; NUTRITION; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2011-11-01,2012-10-31,"Motivational Support, Meal Preparation, Vascular Risk",0,0,0.0
"Hafeli, Urs O",University of British Columbia,Alternative Radiopharmaceuticals for Medical Imaging,200909MIS,Strategic Initiative: Medical Isotope committee,Substitution of 99mTc-labelled Red Blood Cells with a 68Ga-Labelled Polyglycerol for Cardiac Blood Pool Imaging,"$217,094 ","$5,624 ",2 yrs 0 mth ,Circulatory and Respiratory Health,CARDIOLOGY; CARDIOVASCULAR; IMAGING,2009-11-01,2011-10-31,"99mTc, 68Ga, Red Blood Cells",0,0,0.0
"Hall, Victoria G",University Health Network (Toronto),Catalyst Grant: Avian Influenza OneHealth Research,202407AVI,Catalyst Grant: Catalyzing OneHealth Research on Avian Influenza,Pandemic Influenza Vaccine in Organ Transplantation (PIVOT Trial): SAFETY AND IMMUNOGENICITY OF PANDEMIC INFLUENZA VACCINE IN KIDNEY TRANSPLANT RECIPIENTS,"$149,674 ",$0 ,1 yr 0 mth ,Infection and Immunity,VIROLOGY; IMMUNOLOGY-TRANSPLANTATION,2024-09-01,2025-08-31,"Influenza vaccine, organ transplantation, immunogenicity",0,0,0.0
"Turvey, Stuart E",University of British Columbia,"Environments, Genes and Chronic Disease - Environment-Microbiome-Gene",201509EC1,"Other: Programmatic Grants in Environments, Genes and Chronic Disease",Programmatic research to understand how modifiable environmental factors interact with the genome in the development of asthma.,"$1,675,435 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health","ASTHMA; ENVIRONMENTAL INFLUENCES ON HEALTH; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2015-11-01,2020-10-31,"environmental factors, genome, asthma",2,0,0.0
"Murray, Melanie C",University of British Columbia,Operating Grant - HIV/AIDS CBR Program - General,201910CBR,HIV/AIDS Community-Based Research (merged),"Hormones and Healthy Aging in Women Living with HIV: A Study By, With and For Community.","$449,991 ",$0 ,3 yrs 0 mth ,Gender and Health,AGING; ENDOCRINOLOGY,2020-04-01,2023-03-31,"Hormones, Healthy Aging, HIV",0,0,0.0
"Irwin, David M",University of Toronto,China-Canada Joint Health Research Initiative,201003CCI,China-Canada Joint Health Research Initiative - Grants Program,Expression of the Hepatic Glucokinase Gene in the Progression and Treatment of Diabetes,"$150,000 ",$0 ,3 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",DIABETES MELLITUS; METABOLISM AND NUTRITION; METABOLISM/DIABETES; GENETICS,2011-01-01,2013-12-31,"Hepatic, Glucokinase, Diabetes",0,0,0.0
"Bedard, Marc-Andre",Universite du Quebec à Montreal,Catalyst Grant: Pilot Projects in Aging,200909IAP,Institute of Aging Pilot Projects,"Anatomo behavioral validation of the [18F]fluoroethoxybenzovesamicol, as a PET radiotracer for the diagnosis of Alzheimer disease.","$31,190 ","$18,810 ",1 yr 0 mth ,Aging,ALZHEIMER'S DISEASE; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; NERVOUS SYSTEM,2010-02-01,2011-01-31,"[18F], PET, radiotracer",0,0,0.0
"El-Chaar, Darine",Ottawa Hospital Research Institute,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,202104GA2,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,Pregnant and Lactating Individuals & Newborns COVID-19 Vaccination Study,"$500,000 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; REPRODUCTION/PREGNANCY,2021-06-01,2022-05-31,"COVID-19, Vaccination, Pregnant",0,0,0.0
"Soliz, Jorge",Universite Laval,Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Targeting sex mitochondrial asymmetry to elucidate sex-specific consequences of intermittent hypoxia in newborns,"$150,000 ",$0 ,2 yrs 0 mth ,"Human Development, Child and Youth Health",PERINATAL; RESPIRATION; HEALTH RESEARCH; DRUG RESEARCH,2018-04-01,2020-03-31,"mitochondrial, hypoxia, sex",0,0,0.0
"Alberts, Nicole M","Concordia University (Montreal, Quebec)","Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families","Impact of the COVID-19 pandemic on the psychosocial health of children with cancer, survivors, and family caregivers: A pan-Canadian study of issues and solutions","$149,750 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; PSYCHOSOCIAL AND HEALTH BEHAVIOURS; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.; CANCER,2021-10-01,2022-09-30,"COVID-19, psychosocial health, cancer",0,0,0.0
"Kelvin, Alyson A",University of Saskatchewan,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,202104GA2,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,SARS-CoV-2 virus infection in vaccinated vulnerable populations and the potential for variant emergence,"$499,900 ",$0 ,1 yr 0 mth ,Infection and Immunity,AGING; VIRAL; VIROLOGY,2021-06-01,2022-05-31,"SARS-CoV-2, virus, infection",1,0,0.0
"Bialystok, Ellen","York University (Toronto, Ontario)",Catalyst Grant: Pilot Projects in Aging - Biological & Clinical Aspects of Aging,201009IAB,Institute of Aging Pilot Projects,Effects of normal aging on brain networks over the time course of working memory processing: a simultaneous EEG/fMRI study.,"$49,900 ",$0 ,1 yr 0 mth ,Aging,AGING; MENTAL HEALTH,2011-03-01,2012-02-29,"brain networks, EEG, fMRI",0,0,0.0
"Liu, Julia",University of Alberta,Operating Grant: CAG Gastroenterology/Nutrition,200810GNO,CIHR - INMD  - CAG (Canadian Association of Gastroenterology) Partnership,Epithelial Cell Shedding and Intestinal Permeability,"$30,000 ",$0 ,2 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",GASTRO-INTESTINAL DISEASE; CHRONIC INFLAMMATORY BOWEL DISEASE; METABOLISM/DIABETES; HEALTH RESEARCH,2009-07-01,2011-06-30,"Epithelial, Cell Shedding, Intestinal Permeability",3,"Maximus Diagnostic Technologies, LLC; Maximus Diagnostic Technologies Llc",2.0
"Ljubicic, Vladimir",McMaster University,Catalyst Grant: Musculoskeletal Health and Arthritis,201701CMA,MSK Health - Catalyst Grant IMHA,AMPK-mediated neuromuscular plasticity: Implications for the treatment of neuromuscular disorders,"$97,400 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULAR DYSTROPHY; MUSCULO SKELETAL; MUSCLE, BONE, OR JOINT; CELL BIOLOGY",2017-03-01,2018-02-28,"AMPK, neuromuscular, plasticity",0,0,0.0
"Götte, Matthias",University of Alberta,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Development and Evaluation of SARS-CoV-2 RNA Polymerase Inhibitors,"$675,000 ",$0 ,2 yrs 0 mth ,Infection and Immunity,VIRAL; VIROLOGY; BIOCHEMISTRY,2020-02-01,2022-01-31,"SARS-CoV-2, RNA polymerase, inhibitors",0,0,0.0
"Mann, Koren K",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Catalyst Grant: Health Effects of Vaping,202006HEV,Catalyst Grant : Health Effects of Vaping,Utility of a Preclinical Model to Study the Impact of Vaping Products on Cardiopulmonary Outcomes,"$100,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,ENVIRONMENTAL INFLUENCES ON HEALTH; MULTIDISCIPLINARY; CARDIOVASCULAR; RESPIRATION,2020-07-01,2021-06-30,"preclinical, vaping, cardiopulmonary",0,0,0.0
"Callahan, Brandy L",University of Calgary,Op Gr.: Mech. in Brain Aging/dementia-Caregiving/Care Prov. + Aging with Neurod.,202307BH3,Operating Grant: Brain Health and Cognitive Impairment in Aging,Aging with neurodiversity: Investigating allostatic and vascular health as modifiable factors impacting brain aging in older adults with ADHD,$0 ,$0 ,3 yrs 0 mth ,Aging,ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD); AGING; MENTAL HEALTH,2023-11-01,2026-10-31,"neurodiversity, vascular health, brain aging",0,0,0.0
"Tremblay, Cecile L",Centre hospitalier de l'Universite de Montreal (CHUM),Op. Gr.:Emerging COVID-19 Res. Gaps & Priorities - HIV and SARS-CoV-2,202109EG5,Operating Grant: Emerging COVID-19 Research Gaps & Priorities (July 2021),COVIH study: COVID-19 burden in HIV infected individuals.,"$497,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,VIRAL; AIDS; VIROLOGY; POPULATION HEALTH,2021-12-01,2022-11-30,"COVID-19, HIV, burden",0,0,0.0
"Cooper, David M",University of Saskatchewan,Catalyst Grant: Musculoskeletal Health and Arthritis,201701CMA,MSK Health - Catalyst Grant IMHA,Longitudinal Imaging of Cortical Bone Remodeling Events in a Rabbit Model of Osteoporosis: A Novel Platform for the Study of Bone Physiology and Disease,"$100,000 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; OSTEOPOROSIS; MUSCLE, BONE, OR JOINT; IMAGING",2017-03-01,2018-02-28,"Imaging, Cortical Bone, Osteoporosis",0,0,0.0
"Richard, Dave",Universite Laval,Catalyst Grant: HIV/AIDS and Co-morbidities - Biomedical/Clinical,201010HC1,HIV/AIDS and Co-morbidities,Investigating the interactions between HIV-1 and the malaria parasite Plasmodium falciparum in an in vitro model of the placental barrier.,$0 ,$0 ,1 yr 0 mth ,Infection and Immunity,AIDS; INFECTIOUS AND PARASITIC; VIROLOGY; CELL BIOLOGY,2011-03-01,2012-02-29,"HIV-1, malaria, placental barrier",0,0,0.0
"Mckinnon, Lyle R",University of Manitoba,Operating Grant: Innovative Biomedical and Clinical HIV/AIDS Research,201702IBC,Innovative Biomedical and Clinical HIV/AIDS Research,Impact of Vedolizumab on immune cell homing to the female reproductive and gastrointestinal mucosa,"$249,460 ",$0 ,1 yr 6 mths ,Infection and Immunity,AIDS; GASTRO-INTESTINAL DISEASE; IMMUNOLOGY-TRANSPLANTATION; GASTROINTESTINAL (LIVER),2017-06-01,2018-11-30,"Vedolizumab, immune cell homing, mucosa",0,0,0.0
"Berard, Anick","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Catalyst Grant: Post Market Drug Safety and Effectiveness,200910DSA,Catalyst Grant: Post Market Drug Safety and Effectiveness,Assisted Reproduction Techniques and the Risk of Major Congenital Malformations: The AtRISK study.,"$100,000 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",INFERTILITY FEMALE; CONGENITAL ANOMALIES; REPRODUCTION/PREGNANCY; POPULATION HEALTH,2010-03-01,2011-02-28,"Assisted Reproduction, Congenital Malformations, AtRISK",0,0,0.0
