Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Funding_Start,title_keywords,patents,companies,companies_count,company_position,grant_id,researcher_id
"Albert, Paul R",University of Ottawa,Ontario,Operating Grant,201103MOP,Pharmacology & Toxicology,Transcriptional regulators of the 5-HT1A receptor gene,"$769,398 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2011/10/01,"transcription, 5-HT1A receptor, gene",0,zN/A,0,zN/A,124,41
"Albert, Paul R",University of Ottawa,Ontario,Operating Grant,201203MOP,Pharmacology & Toxicology,Coupling domains of the 5-HT1A receptor,"$517,660 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2012/10/01,"5-HT1A, receptor, domains",1,zN/A,0,zN/A,125,41
"Albert, Paul R",Ottawa Hospital Research Institute,Ontario,Project Grant,201909PJT,Pharmacology & Toxicology,Overcoming resistance to antidepressant treatment,"$791,775 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2020/04/01,"antidepressant, resistance",0,zN/A,0,zN/A,126,41
"Alberts, Nicole M","Concordia University (Montreal, Quebec)",Quebec,"Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families","Impact of the COVID-19 pandemic on the psychosocial health of children with cancer, survivors, and family caregivers: A pan-Canadian study of issues and solutions","$149,750 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",10/1/2021,"COVID-19, psychosocial health, cancer",0,zN/A,0,zN/A,127,42
"Alda, Martin",Nova Scotia Health Authority (Halifax),Nova Scotia,Project Grant,201903PJT,Behavioural Sciences - B: Clinical Behavioural Sciences,Clinical and genetic factors in response to treatment of bipolar disorder,"$753,526 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2019/10/01,"clinical, genetic, bipolar disorder",1,zN/A,0,zN/A,128,43
"Alexander, Robert T",University of Alberta,Alberta,Operating Grant,201003MOP,Experimental Medicine,A transport metabolon in the apical membrane of the proximal tubule alters sodium and water (re)absorption,"$319,296 ",$0 ,3 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2010/10/01,"metabolon, apical membrane, sodium",0,zN/A,0,zN/A,129,44
"Alexander, Robert T",University of Alberta,Alberta,Operating Grant,201403MOP,"Hematology, Digestive Disease & Kidney","Sodium, Claudin-14 and the (Patho)Physiology of (Hyper)Calciuria and Kidney Stone Formation","$713,608 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2014/10/01,"Sodium, Claudin-14, Kidney Stone",0,zN/A,0,zN/A,130,44
"Alexander, Robert T",University of Alberta,Alberta,Project Grant,201903PJT,"Hematology, Digestive Disease & Kidney",Calcium Sensing Receptor (CaSR) Signaling in the Thick Ascending Limb (TAL): Delineating the Pathways Perturbed in Kidney Stone Formers,"$952,426 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2019/10/01,"Calcium sensing receptor, Signaling, Kidney stone",0,zN/A,0,zN/A,131,44
"Alexander, Robert T",University of Alberta,Alberta,Project Grant,202403PJT,"Clinical Investigation - C: Digestive, Endocrine and Excretory Systems","Leveraging a large cohort of patients with a unique, frequent renal sodium phosphate cotransporter, SLC34A3, pathogenic variation to understand and treat osteoporosis and kidney stones","$967,726 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2024/10/01,"renal sodium phosphate, SLC34A3, osteoporosis",0,zN/A,0,zN/A,132,44
"Alfaro, Javier A",University of Victoria (British Columbia),British Columbia,Cat. Gr.: STBBI Res.: Beyond HIV/AIDS/Hep. C- STBBI other than HIV/hep. C (gen.),202405SR7,STBBI Research in Canada: Beyond HIV/AIDS and Hepatitis C (Catalyst),Eliminating Syphilis: a community resource for Syphilis Vaccine Development,"$100,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,4/1/2024,"Syphilis, Vaccine, Community",0,zN/A,0,zN/A,133,45
"Ali, Samina",University of Alberta,Alberta,Catalyst Grant: Post Market Drug Safety and Effectiveness,200910DSA,Catalyst Grant: Post Market Drug Safety and Effectiveness,Using Genomics to Address Drug Safety in Children With Traumatic Injury: An Innovative Approach to a Common Problem.,"$99,848 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",3/1/2010,"Genomics, Drug Safety, Traumatic Injury",0,zN/A,0,zN/A,134,46
"Ali, Samina",University of Alberta,Alberta,Catalyst Grant: Post Market Drug Safety and Effectiveness,201110DSA,Catalyst Grant: Post Market Drug Safety and Effectiveness,The Changing Face of Children's Pain Management: Using Genomics to Inform Safe and Effective Prescription Practices.,"$100,000 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",3/1/2012,"Genomics, Pain Management, Prescription",0,zN/A,0,zN/A,135,46
"Ali, Suhad",McGill University,Quebec,Operating Grant,201103MOP,"Gender, Sex & Health",A Molecular and Mechanistic Investigation into the Benefits of  Breastfeeding in Women's Health,"$647,669 ",$0 ,5 yrs 0 mth ,Gender and Health,2011/10/01,"Molecular, Mechanistic, Breastfeeding",0,zN/A,0,zN/A,136,47
"Ali, Suhad",McGill University,Quebec,Operating Grant,201103MOP,Endocrinology,Role of SHP-2 in Prolactin Hormone Signaling in Mammary Epithelial Cell Differentiation and Morphogenesis,"$669,458 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2011/10/01,"SHP-2, Prolactin, Signaling",0,zN/A,0,zN/A,137,47
"Ali, Suhad",Research Institute of the McGill University Health Centre,Quebec,Project Grant,202003PJT,"Gender, Sex & Health",Molecular and Mechanistic Investigations of the Role of Prolactin in Women's Health: A Focus on Breast Morphogenesis and Suppression of Tumorigenesis,"$940,950 ",$0 ,5 yrs 0 mth ,Gender and Health,2020/10/01,"Prolactin, Breast, Tumorigenesis",1,zN/A,0,zN/A,138,47
"Ali, Suhad",Research Institute of the McGill University Health Centre,Quebec,Project Grant,202209PJT,Pharmacology & Toxicology,Pharmacological Targeting of Adenosine-to-Inosine (A-to-I) RNA Editing in Aggressive Breast Cancer Subtypes,"$1,036,575 ",$0 ,5 yrs 0 mth ,Cancer Research,2023/04/01,"Adenosine-to-Inosine, RNA Editing, Breast Cancer",0,zN/A,0,zN/A,139,47
"Alibhai, Shabbir M",University Health Network (Toronto),Ontario,Operating Grant,201303MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health 2",An RCT and economic analysis of three exercise delivery methods in men with prostate cancer on ADT,"$781,091 ",$0 ,5 yrs 0 mth ,Cancer Research,2013/10/01,"RCT, exercise delivery, prostate cancer",0,zN/A,0,zN/A,140,48
"Allan, Douglas W",University of British Columbia,British Columbia,Operating Grant,200903MOP,Developmental Biology,Target-Dependent Neuronal Differentiation in Drosophila,"$684,190 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2009/10/01,"neuronal differentiation, Drosophila, target-dependent",0,zN/A,0,zN/A,141,49
"Allan, Douglas W",University of British Columbia,British Columbia,Operating Grant,201303MOP,Genetics,Maintenance of transcriptional networks in mature and aging neurons,"$746,824 ",$0 ,5 yrs 0 mth ,Genetics,2013/10/01,"transcriptional networks, neurons, aging",0,zN/A,0,zN/A,142,49
"Allan, Douglas W",University of British Columbia,British Columbia,Operating Grant,201303MOP,Genetics,Maintenance of transcriptional networks in mature and aging neurons,"$746,824 ",$0 ,5 yrs 0 mth ,Genetics,2013/10/01,"transcriptional networks, neurons, aging",0,zN/A,0,zN/A,143,49
"Allan, Douglas W",University of British Columbia,British Columbia,Project Grant,202010PJT,Molecular & Cellular Neurosciences - B,Transcriptional programs of synapse maturation,"$856,800 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2021/03/01,"transcription, synapse, maturation",0,zN/A,0,zN/A,144,49
"Allard, Johane P",University of Toronto,Ontario,Operating Grant,201203MOP,"Nutrition, Food & Health",Non-Alcoholic Fatty Liver Disease: Role of Intestinal Microbiota and n-3 Polyunsaturated Fatty Acid Supplementation,"$363,053 ",$0 ,3 yrs 6 mths ,"Nutrition, Metabolism and Diabetes",2012/10/01,"Fatty Liver, Microbiota, n-3 Fatty Acids",0,zN/A,0,zN/A,146,50
"Allard, Johane P",University Health Network (Toronto),Ontario,Operating Grant,201209MOP,"Nutrition, Food & Health",Role of intestinal microbiota in non-alcoholic fatty liver disease pre and post bariatric surgery,"$522,167 ",$0 ,3 yrs 6 mths ,"Nutrition, Metabolism and Diabetes",2013/04/01,"microbiota, fatty liver, bariatric surgery",0,zN/A,0,zN/A,147,50
"Allard-Chamard, Hugues",Universite de Sherbrooke,Quebec,Project Grant,202109PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Understanding the contribution of DICER and microRNAs to inflammatory arthritis,"$772,650 ",$0 ,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,2022/04/01,"DICER, microRNAs, arthritis",0,zN/A,0,zN/A,145,51
"Allen, Bruce G",Montreal Heart Institute,Quebec,Operating Grant,201209MOP,Pharmacology & Toxicology,Intracrine endothelin signalling in the cardiac ventricular myocyte,"$649,329 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2013/04/01,"endothelin, signalling, myocyte",0,zN/A,0,zN/A,148,52
"Allen, Bruce G",Montreal Heart Institute,Quebec,Project Grant,201803PJT,Pharmacology & Toxicology,Intracrine endothelin signalling in heart cells,"$960,076 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2018/10/01,"endothelin, signalling, heart cells",0,zN/A,0,zN/A,149,52
"Allen, Bruce G",Montreal Heart Institute,Quebec,Project Grant,202003PJT,Cardiovascular System - B: Heart and Circulation,Identifying the roles of atypical MAP kinases ERK3 and ERK4 in cardiac remodelling,"$986,850 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2020/10/01,"MAP kinases, ERK3, ERK4",0,zN/A,0,zN/A,150,52
"Allen, Christine J",University of Toronto,Ontario,Operating Grant,200909MOP,Pharmaceutical Sciences,Image-Guided Design of an Actively Targeted Liposomal Drug Formulation for Treatment of Lung Cancer,"$407,340 ",$0 ,4 yrs 0 mth ,Cancer Research,2010/04/01,"Image-guided, liposomal, lung cancer",2,zN/A,0,zN/A,151,53
"Allen, Christine J",University of Toronto,Ontario,Project Grant,201709PJT,Pharmaceutical Sciences,Thermosensitive Liposome Formulation of Vinorelbine in Combination with MR-Guided High-Intensity Focused Ultrasound Mediated Hyperthermia: An Innovative Approach to Treatment of Rhabdomyosarcoma,"$344,250 ",$0 ,3 yrs 0 mth ,Cancer Research,2018/04/01,"Liposome, Hyperthermia, Ultrasound",0,zN/A,0,zN/A,152,53
"Allen, Upton D",Hospital for Sick Children (Toronto),Ontario,Operating Grant,200909MOP,Virology & Viral Pathogenesis,Primary EBV Infection in the Immunosuppressed Setting of Organ Transplantation: Determinants of the Outcomes of Virus-Host Interaction,"$509,125 ",$0 ,4 yrs 6 mths ,Infection and Immunity,2010/04/01,"EBV, Immunosuppressed, Transplantation",0,zN/A,0,zN/A,153,54
"Allen, Upton D",Hospital for Sick Children (Toronto),Ontario,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,202104GA2,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,COVID-19 Vaccine Responses among African Canadians: Sustainability of Immune Responses and Safety Profiles.,"$467,999 ",$0 ,1 yr 0 mth ,Infection and Immunity,6/1/2021,"COVID-19, Vaccine, Immune",0,zN/A,0,zN/A,154,54
"Allen, Upton D",Hospital for Sick Children (Toronto),Ontario,Op. Gr.:Emerging COVID-19 Res. Gaps & Priorities (July 2021) - Immune Responses,202109EG9,Operating Grant: Emerging COVID-19 Research Gaps & Priorities (July 2021),COVID-19 Vaccine Responses among African Canadian Children with and without Sickle Cell Disease,"$482,223 ",$0 ,1 yr 0 mth ,Infection and Immunity,12/1/2021,"COVID-19, Vaccine, Sickle Cell Disease",0,zN/A,0,zN/A,155,54
"Allen-Vercoe, Emma",University of Guelph,Ontario,Catalyst Grant: Human Microbiome,200808CHM,Catalyst Grant: Human Microbiome,Investigating the potential effects of host-derived stress hormones on the human gut microflora,"$98,460 ",$0 ,1 yr 0 mth ,Infection and Immunity,3/1/2009,"stress hormones, gut microflora, host-derived",1,Nubyiota Llc,1,C-suite,1,55
"Allingham, John S","Queen's University (Kingston, Ontario)",Ontario,Operating Grant,200903MOP,Biochemistry & Molecular Biology - A,Structural and functional analyses of novel heterodimeric kinesin motors,"$621,710 ",$0 ,5 yrs 0 mth ,Genetics,2009/10/01,"kinesin, motors, heterodimeric",0,zN/A,0,zN/A,156,56
"Allingham, John S","Queen's University (Kingston, Ontario)",Ontario,Project Grant,201909PJT,Biochemistry & Molecular Biology - A,Kinesin motor protein dynamics and mitotic mechanisms in Candida albicans,"$573,750 ",$0 ,5 yrs 0 mth ,Genetics,2020/04/01,"Kinesin, motor protein, mitosis",0,zN/A,0,zN/A,157,56
"Allman, Brian",Western University (Ontario),Ontario,Operating Grant,201403MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition","Tinnitus, Chronic Stress and Auditory Cortex Plasticity","$538,166 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2014/10/01,"Tinnitus, Chronic Stress, Auditory Cortex",0,zN/A,0,zN/A,158,57
"Allman, Brian",Western University (Ontario),Ontario,Project Grant,202209PJT,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Neural Mechanisms Supporting Listening in Noisy Environments: Implications for Normal and Impaired Hearing,"$692,325 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2023/04/01,"Neural, Listening, Hearing",0,zN/A,0,zN/A,159,57
"Alman, Benjamin A",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201003MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Articular chondrocyte differentiation and Osteoarthritis,"$721,855 ",$0 ,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,2010/10/01,"articular chondrocyte, differentiation, osteoarthritis",0,zN/A,0,zN/A,160,58
"Alman, Benjamin A",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201209MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Molecular mechanisms in Fracture and Wound healing.,"$930,804 ",$0 ,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,2013/04/01,"Molecular, Fracture, Wound healing",0,zN/A,0,zN/A,161,58
"Alman, Benjamin A",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201209MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Molecular mechanisms in Fracture and Wound healing.,"$930,804 ",$0 ,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,2013/04/01,"Molecular, Fracture, Wound healing",0,zN/A,0,zN/A,162,58
"Almeida, Fernanda R",University of British Columbia,British Columbia,Operating Grant,201403MOP,Respiratory System,Adherence and preference of Continuous Positive Airway Pressure versus Mandibular Advancement Splints in Obstructive Sleep Apnea patients: a randomized trial.,"$364,966 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2014/10/01,"Positive Airway Pressure, Mandibular Advancement, Obstructive Sleep Apnea",0,zN/A,0,zN/A,163,59
"Almekhlafi, Mohammed A",University of Calgary,Alberta,Project Grant,201903PJT,Clinical Investigation - D: Cardiovascular Systems,Evaluating oral peri-operative acetylsalicylic acid in patients undergoing endovascular coiling-only of unruptured brain aneurysms. A Phase 3 Multicenter Randomized Placebo-Controlled Trial,"$569,926 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2019/10/01,"acetylsalicylic acid, endovascular coiling, brain aneurysms",0,zN/A,0,zN/A,164,60
"Almekhlafi, Mohammed A",University of Calgary,Alberta,Project Grant,202010PJT,Clinical Investigation - D: Cardiovascular Systems,INTERRAcT: Thrombus characteristics for predicting Reperfusion with Alteplase compared to Tenecteplase,"$527,850 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2021/03/01,"Thrombus, Reperfusion, Alteplase",0,zN/A,0,zN/A,165,60
"Aloyz, Raquel S",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Operating Grant,201003MOP,Pharmaceutical Sciences,Mechanisms of dasatinib cytotoxicity and sensitization to standard therapy in chronic lymphocytic leukemia,"$276,582 ",$0 ,3 yrs 0 mth ,Cancer Research,2010/10/01,"dasatinib, cytotoxicity, leukemia",0,zN/A,0,zN/A,166,61
"Alquier, Thierry",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Operating Grant,201010MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Role of the hypothalamo-pancreatic axis in the pathogenesis of type 2 diabetes,"$99,638 ",$0 ,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",2011/03/01,"hypothalamo-pancreatic, type 2 diabetes, pathogenesis",0,zN/A,0,zN/A,167,62
"Alquier, Thierry",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Operating Grant,201103MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Role of the hypothalamo-pancreatic axis in the pathogenesis of type 2 diabetes,"$441,832 ",$0 ,4 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2011/10/01,"hypothalamo-pancreatic, type 2 diabetes, pathogenesis",0,zN/A,0,zN/A,168,62
"Alquier, Thierry",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Project Grant,202104PJT,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Central control of energy homeostasis by neuronal adipose triglyceride lipase,"$963,900 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2021/10/01,"energy, homeostasis, lipase",0,zN/A,0,zN/A,169,62
"Alqurashi, Waleed",Children's Hospital of Eastern Ontario Research Institute Inc,Ontario,Project Grant,202010PJT,Health Services Evaluation & Interventions Research,Canadian Anaphylaxis Network-Predicting Recurrence after Emergency Presentation for Allergic REactions (CAN-PREPARE),"$726,749 ",$0 ,3 yrs 0 mth ,Health Services and Policy Research,2021/03/01,"Anaphylaxis, Recurrence, Allergic Reactions",0,zN/A,0,zN/A,170,63
"Altier, Christophe",University of Calgary,Alberta,Operating Grant,201203MOP,Molecular & Cellular Neurosciences - B,REGULATION OF NOCICEPTIVE TRANSIENT RECEPTOR POTENTIAL (trps) CHANNELS BY PRO-INFLAMMATORY MEDIATORS,"$560,890 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2012/10/01,"nociceptive, TRPS, channels",0,zN/A,0,zN/A,171,64
"Altier, Christophe",University of Calgary,Alberta,Project Grant,201709PJT,Pharmacology & Toxicology,Regulation of opioid analgesia by the TRPV1 channel,"$975,375 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2018/04/01,"opioid, TRPV1, analgesia",0,zN/A,0,zN/A,172,64
"Altier, Christophe",University of Calgary,Alberta,Project Grant,202209PJT,Pharmacology & Toxicology,Interferon-Stimulated Genes and pain sensitivity,"$986,850 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2023/04/01,"Interferon, Genes, Pain",0,zN/A,0,zN/A,173,64
"Altshuler, Douglas",University of British Columbia,British Columbia,Project Grant,201909PJT,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Optic flow processing in midbrain-cerebellar circuits for the control of locomotion,"$631,125 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2020/04/01,"optic flow, midbrain, locomotion",0,zN/A,0,zN/A,174,65
"Altshuler, Douglas",University of British Columbia,British Columbia,Project Grant,202403PJT,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Visual control of complex locomotion by the cerebellum,"$902,700 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2024/10/01,"visual, locomotion, cerebellum",0,zN/A,0,zN/A,175,65
