Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months
"Sung, Lillian; Dupuis, L. L",Hospital for Sick Children (Toronto),Ontario,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - novel e-health applications,"Longitudinal symptom screening and symptom reporting, and development and access to supportive care clinical practice guidelines using SPARK (Supportive care Prioritization, Assessment and Recommendations for Kids) in children receiving cancer treatment","$199,906",$0,,,2 yrs 0 mth 
"Baxter, Nancy N",Unity Health Toronto,Ontario,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - novel e-health applications,"BEFORE (Begin Exploring Fertility Options, Risks and Expectations): a novel Canadian e-health app to facilitate shared decision-making for people at risk of cancer treatment related infertility.","$199,965",$0,,,2 yrs 0 mth 
"Ancuta, Petronela",Centre hospitalier de l'Université de Montréal (CHUM),Quebec,Ca. Gr.: Biomedical Res. for HIV/AIDS/STBBI -Next-gen. therapeutic interventions,202410BH6,Catalyst Grant : Biomedical Research for HIV/AIDS and STBBI,Metformin and Broadly Neutralizing Antibodies to Accelerate HIV-1 Reservoir Decay During ART,"$200,000",$0,,,1 yr 0 mth 
"Arts, Eric J",Western University (Ontario),Ontario,Ca. Gr.: Biomedical Res. for HIV/AIDS/STBBI -Next-gen. therapeutic interventions,202410BH6,Catalyst Grant : Biomedical Research for HIV/AIDS and STBBI,Packing HIV-like particles with a punch for a cure,"$200,000",$0,,,1 yr 0 mth 
"Dikeakos, Dimitrios J",Western University (Ontario),Ontario,Ca. Gr.: Biomedical Res. for HIV/AIDS/STBBI -Next-gen. therapeutic interventions,202410BH6,Catalyst Grant : Biomedical Research for HIV/AIDS and STBBI,HIV-1 Nef: A novel target to eradicate the reservoir,"$200,000",$0,,,1 yr 0 mth 
"Estaquier, Jérôme",Université Laval,Quebec,Ca. Gr.: Biomedical Res. for HIV/AIDS/STBBI - Next-generation prev. technologies,202410BH4,Catalyst Grant : Biomedical Research for HIV/AIDS and STBBI,Metabolism of transcriptionally active cells associated with viral reactivation in lymphoid tissues. An approach to cure AIDS.,"$200,000",$0,,,1 yr 0 mth 
"Gray-Owen, Scott D",University of Toronto,Ontario,Ca. Gr.: Biomedical Res. for HIV/AIDS/STBBI - Next-generation prev. technologies,202410BH4,Catalyst Grant : Biomedical Research for HIV/AIDS and STBBI,Formulating a broadly cross-protective TbpB-based vaccine to combat Neisseria gonorrhoeae.,"$200,000",$0,,,1 yr 0 mth 
"Lajoie, Julie; Odhiambo, Joyce A; Fowke, Keith R",University of Manitoba,Manitoba,Ca. Gr.: Biomedical Res. for HIV/AIDS/STBBI -Next-gen. therapeutic interventions,202410BH6,Catalyst Grant : Biomedical Research for HIV/AIDS and STBBI,Targeting inflammation in older female sex workers enhances HPV clearance,"$200,000",$0,,,1 yr 0 mth 
"Li, Linda C; Lacaille, Diane V",University of British Columbia,British Columbia,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - novel e-health applications,An app-based intervention to empower self-management for people with rheumatoid arthritis,"$200,000",$0,,,2 yrs 0 mth 
"Liang, Chen",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Quebec,Ca. Gr.: Biomedical Res. for HIV/AIDS/STBBI -Next-gen. therapeutic interventions,202410BH6,Catalyst Grant : Biomedical Research for HIV/AIDS and STBBI,Curing HIV-1 reservoir cells by targeted delivery of CRISPR,"$200,000",$0,,,1 yr 0 mth 
"Logan, Alexander G",Sinai Health System (Toronto),Ontario,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - novel e-health applications,Security and authentication for large scale deployment of disease-specific applications for patients with serious and complex renal disease.,"$200,000",$0,,,2 yrs 0 mth 
"Murooka, Thomas T; Ashkar, Ali A; Santer, Deanna",University of Manitoba,Manitoba,Ca. Gr.: Biomedical Res. for HIV/AIDS/STBBI -Next-gen. therapeutic interventions,202410BH6,Catalyst Grant : Biomedical Research for HIV/AIDS and STBBI,Evaluation of IFN-lambda as a novel antiviral therapeutic for genital HPV and HSV-2 infection in vivo,"$200,000",$0,,,1 yr 0 mth 
"Parks, Robin J; Kothary, Rashmi K",Ottawa Hospital Research Institute,Ontario,"Catalyst Grant: Invention and High-Risk, High-Benefit Research",201003NHG,"Inventions, Technologies, or High Risk Grants",Development of a novel therapy for treatment of Spinal Muscular Atrophy,"$200,000",$0,,,2 yrs 0 mth 
"Regier, Dean A",University of British Columbia,British Columbia,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - novel e-health applications,Preference analyses and development of an e-health app facilitating communication of test results for hereditary cancer syndromes,"$200,000",$0,,,2 yrs 0 mth 
"Sanati Nezhad, Amir; Cameron, Caroline E",University of Calgary,Alberta,Ca. Gr.: Biomedical Res. for HIV/AIDS/STBBI-Next-gen. testing/urveillance techn.,202410BH5,Catalyst Grant : Biomedical Research for HIV/AIDS and STBBI,Development and Validation of Biosensor-Based Point-of-Care Tests for Enhanced Syphilis Diagnosis and Monitoring,"$200,000",$0,,,1 yr 0 mth 
"Tan, Darrell H; Burchell, Ann N; Cox, John J; Ndungu, Mary",Unity Health Toronto,Ontario,Ca. Gr.: Biomedical Res. for HIV/AIDS/STBBI - Next-generation prev. technologies,202410BH4,Catalyst Grant : Biomedical Research for HIV/AIDS and STBBI,Planning HSV-2 PrEP and PEP Trials by Studying Seroprevalence and Acceptability,"$200,000",$0,,,1 yr 0 mth 
"Tandon, Puneeta",University of Alberta,Alberta,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - novel e-health applications,HEAL-C : Home-based eHealth App for Cirrhosis,"$200,000",$0,,,2 yrs 0 mth 
"Weckman, Nicole E",University of Toronto,Ontario,Ca. Gr.: Biomedical Res. for HIV/AIDS/STBBI-Next-gen. testing/urveillance techn.,202410BH5,Catalyst Grant : Biomedical Research for HIV/AIDS and STBBI,A low-cost diagnostic for improving access to Neisseria gonorrhoeae screening and antimicrobial resistance monitoring in Canada and Uganda,"$200,000",$0,,,1 yr 0 mth 
"Moitessier, Nicolas R; Mittermaier, Anthony",McGill University,Quebec,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Development of COVID-2019 main protease inhibitors as potential antivirals against the 2019 coronavirus.,"$203,000",$0,,,1 yr 6 mths 
"Hafeli, Urs O",University of British Columbia,British Columbia,Alternative Radiopharmaceuticals for Medical Imaging,200909MIS,Strategic Initiative: Medical Isotope committee,Replacement of 99mTc-Macroaggregated Albumin with Biodegradable 68Ga-Labelled Microspheres for Lung Perfusion Imaging,"$208,673","$5,624",,,2 yrs 0 mth 
"Juncker, David",McGill University,Quebec,Operating Grant,201209MOP,Cancer Progression & Therapeutics 2,Blood-based protein test for early detection of breast cancer using antibody colocalization microarrays,"$210,140",$0,,,2 yrs 0 mth 
"Spagnuolo, Paul",University of Guelph,Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,Identification and validation of nutraceuticals that prevent SARS-CoV-2 infection,"$211,250",$0,,,1 yr 0 mth 
"Rottapel, Robert K",University Health Network (Toronto),Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Diagnostics,202005VR2,COVID-19 Rapid Research - Diagnostics,Development of a Predictive Serologic Test for Cytopathogenic Autoantibodies in COVID-19 Patients,"$215,475",$0,,,1 yr 0 mth 
"St. Lawrence, Keith S",London Health Sciences Centre Res. Inc. (Ont.),Ontario,Operating Grant,200903MOP,Medical Physics & Imaging,Continuous monitoring of cerebral blood flow and metabolism in the critically ill newborn,"$215,912",$0,,,3 yrs 0 mth 
"Hafeli, Urs O",University of British Columbia,British Columbia,Alternative Radiopharmaceuticals for Medical Imaging,200909MIS,Strategic Initiative: Medical Isotope committee,Substitution of 99mTc-labelled Red Blood Cells with a 68Ga-Labelled Polyglycerol for Cardiac Blood Pool Imaging,"$217,094","$5,624",,,2 yrs 0 mth 
"Unsworth, Larry D; Yager, Jerome (Jerry) Y",University of Alberta,Alberta,Project Grant,201709PJT,Biomedical Engineering,Delivery platforms for treating perinatal brain injury,"$218,025",$0,,,3 yrs 0 mth 
"Goodyer, Paul R",Research Institute of the McGill University Health Centre,Quebec,Operating Grant - E-Rare-2: Innovative Therapeutic Approaches,201405ERL,Special Cases,Novel Therapies for Cystinosis,"$224,998",$0,,,3 yrs 0 mth 
"Flamand, Louis",Université Laval,Quebec,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,"COVID-19 trilogy: ARDS, inflammation and coagulopathy.","$226,625",$0,,,1 yr 0 mth 
