Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title, CIHR_Contribution , CIHR_Equipment , External_Funding ,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,title_keywords
"Salmena, Leonardo L",University of Toronto,Ontario,Project Grant,202403PJT,Cancer Progression & Therapeutics,Targeting a novel phosphoinositide-lysosomal signalling axis for pancreatic cancer therapy,"$1,071,000 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics,10/1/2024,2029-09-30,0,"phosphoinositide, lysosomal, pancreatic cancer"
"Gorski, Sharon M","Simon Fraser University (Burnaby, B.C.)",British Columbia,Project Grant,202403PJT,Cancer Progression & Therapeutics,Targeting adaptive autophagy to enhance treatment response in pancreatic cancer,"$994,500 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,3/1/2024,2025-02-28,0,"autophagy, pancreatic cancer, treatment response"
"Gorski, Sharon M","Simon Fraser University (Burnaby, B.C.)",British Columbia,Project Grant - Priority Announcement: Cancer Research,202309PJS,Cancer Progression & Therapeutics 2,Targeting adaptive autophagy to enhance treatment response in pancreatic cancer,"$100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,3/1/2024,2025-02-28,0,"autophagy, pancreatic cancer, treatment response"
"Marcato, Paola",Dalhousie University (Nova Scotia),Nova Scotia,Project Grant,202309PJT,Cancer Progression & Therapeutics,Targeting ALDH1A3 and investigating mechanisms of ALDH1A3-mediated breast cancer progression,"$1,090,125 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics,4/1/2024,2029-03-31,1,"ALDH1A3, breast cancer, progression"
"Koti, Madhuri","Queen's University (Kingston, Ontario)",Ontario,Project Grant,202403PJT,Cancer Progression & Therapeutics 2,Targeting B cell exhaustion in BCG non-responsive bladder cancer,"$975,376 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Sex-and-Gender Health-Sex Differences in Cells, Tissues and Animals",10/1/2024,2029-09-30,0,"B cell exhaustion, bladder cancer, BCG"
"Singh, Sheila K",McMaster University,Ontario,Project Grant - Priority Announcement: Early Detection/Cancer Prevention,202309DCP,Cancer Progression & Therapeutics,Targeting BACE1 for the prevention and treatment of Brain metastases,"$100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics; Cancer-Cancer Progression and Metastasis,3/1/2024,2025-02-28,0,"BACE1, brain metastases"
"MacPherson, Rebecca E",Brock University (Ontario),Ontario,Catalyst Grant: NWHRI: Innovation Fund - Biomedical Discovery Grants,202307NWI,NWHRI: Innovation Fund - Biomedical Discovery Grants,Targeting BDNF signaling for postmenopausal brain health,"$130,000 ", $-   , $-   ,,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",ALZHEIMER'S DISEASE; HEALTH RESEARCH; AGING,2/1/2024,2025-01-31,0,"BDNF, signaling, brain health"
"Das, Sunit",Unity Health Toronto,Ontario,Operating Grant,201503MOP,Cancer Progression & Therapeutics 2,Targeting bevacizumb resistance via LIVE-mediated vascular mimicry in glioblastoma.,"$545,268 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,BRAIN TUMORS (INCL. RETINAL TUMORS); BRAIN TUMORS THERAPY; CELL BIOLOGY; CANCER,7/1/2015,2019-06-30,0,"bevacizumab, vascular mimicry, glioblastoma"
"Larrivee, Bruno",CIUSSS Est-de-l'Ile-de- Montreal-Maisonneuve Rosemont,Quebec,Project Grant - PA: Breast Cancer Research,202109PLL,Cancer Progression & Therapeutics,Targeting BMP signaling in the tumor endothelium to improve cancer immunotherapy,"$100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Cardiovascular, Respiratory and Circulatory Systems-Vascular and Endothelial Biology; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",3/1/2022,2023-02-28,0,"BMP, signaling, endothelium"
"Bennewith, Kevin L",University of British Columbia,British Columbia,Project Grant,202104PJT,Cancer Biology & Therapeutics 2,Targeting cancer-associated fibroblasts and tumour hypoxia with angiotensin II receptor blockers,"$979,200 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,10/1/2021,2026-09-30,0,"cancer-associated fibroblasts, tumour hypoxia, angiotensin II receptor blockers"
"Dedhar, Shoukat R",University of British Columbia,British Columbia,Operating Grant,200909MOP,Cancer Biology & Therapeutics,Targeting Carbonic Anhydrase IX and Hypoxia for the diagnosis and treatment of aggresive breast cancers,"$926,186 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,BREAST CANCER; BREAST CANCER THERAPY; CANCER; DRUG RESEARCH,4/1/2010,2015-03-31,3,"Carbonic Anhydrase, Hypoxia, Breast Cancers"
"Porter, Lisa A",University of Windsor (Ontario),Ontario,Project Grant,201809PJT,Cancer Biology & Therapeutics,Targeting Cell Cycle Checkpoints in Glioma,"$1,044,225 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Mechanisms of Carcinogenesis; Genetics-Molecular and Functional Genetics and Epigenetics; Neurosciences-Neurogenesis, Neurodifferentiation and Plasticity",4/1/2019,2024-03-31,1,"Cell cycle, Checkpoints, Glioma"
"Witcher, Michael",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant,202309PJT,Cancer Progression & Therapeutics 2,Targeting changes to chromatin architecture that promote breast cancer metastasis.,"$1,097,775 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,10/1/2023,2024-09-30,0,"chromatin, breast cancer, metastasis"
"Witcher, Michael",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant - PA: Breast Cancer Research,202209PLL,Cancer Progression & Therapeutics,Targeting changes to chromatin architecture that promote breast cancer metastasis.,"$100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,10/1/2023,2024-09-30,0,"chromatin, breast cancer, metastasis"
"Witcher, Michael",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant - PA: Breast Cancer Research,202303PLL,Cancer Progression & Therapeutics,Targeting changes to chromatin architecture that promote breast cancer metastasis.,"$100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,10/1/2023,2024-09-30,0,"chromatin, breast cancer, metastasis"
"Jackson, Hartland W",Sinai Health System (Toronto),Ontario,Project Grant,202010PJT,Cancer Progression & Therapeutics,Targeting chemotherapy resistant multi-cellular environments in pancreatic cancer,"$1,097,775 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics; Cancer-Clinical Oncology,4/1/2021,2026-03-31,0,"chemotherapy, pancreatic cancer, multi-cellular environments"
"O'Brien, Catherine A",University Health Network (Toronto),Ontario,Operating Grant,201303MOP,Cancer Biology & Therapeutics,"Targeting colorectal cancer-initiating cells and anti-EGFR therapeutic resistance by manipulating levels of the reactive aldehyde, 4-hydroxynonenal","$625,730 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,GASTRO-INTESTINAL CANCER; GASTRO-INTESTINAL CANCER THERAPY; CANCER; MOLECULAR BIOLOGY,9/1/2014,2020-06-30,0,"colorectal cancer, EGFR, aldehyde"
"Jiang, Xiaoyan",University of British Columbia,British Columbia,Operating Grant,201309MOP,Cancer Progression & Therapeutics,Targeting Drug-Insensitive CML Stem Cells with Combination Therapy of New ABL and PP2A Inhibitors,"$658,800 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,BLOOD; LEUKAEMIAS; CANCER,4/1/2014,2019-03-31,0,"CML, ABL, PP2A"
"Roux, Philippe",Universite de Montreal,Quebec,Project Grant,202109PJT,Cancer Biology & Therapeutics 2,Targeting ENPP1-dependent immune evasion in ErbB2-positive breast cancer,"$921,825 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis; Cancer-Cancer Drug Development and Therapeutics,4/1/2022,2027-03-31,0,"ENPP1, immune evasion, breast cancer"
"Rak, Janusz",Research Institute of the McGill University Health Centre,Quebec,Project Grant,202203PJT,Cancer Progression & Therapeutics,Targeting exosomal mediators of vascular pathology in glioblastoma,"$956,250 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,10/1/2022,2027-09-30,0,"exosomal, vascular, glioblastoma"
"Angers, Stephane",University of Toronto,Ontario,Project Grant,201909PJT,Cancer Biology & Therapeutics 2,Targeting Glioblastoma Heterogeneity through identification of subtype-specific genetic vulnerabilities,"$818,550 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis,4/1/2020,2025-03-31,0,"Glioblastoma, genetic vulnerabilities, heterogeneity"
"Wouters, Bradly",University Health Network (Toronto),Ontario,Operating Grant,201405MOP,Cancer Biology & Therapeutics,Targeting hypoxia in pancreatic cancer through the unfolded protein response,"$100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,CANCER THERAPY GENERAL; NEOPLASMS,7/1/2015,2020-06-30,0,"hypoxia, pancreatic cancer, unfolded protein response"
"Wouters, Bradly",University Health Network (Toronto),Ontario,Operating Grant,201503MOP,Cancer Biology & Therapeutics,Targeting hypoxia in pancreatic cancer through the unfolded protein response,"$738,505 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; NEOPLASMS,7/1/2015,2020-06-30,0,"hypoxia, pancreatic cancer, unfolded protein response"
"Bernard, Daniel J",McGill University,Quebec,Catalyst Grant: NWHRI: Innovation Fund - Biomedical Discovery Grants,202307NWI,NWHRI: Innovation Fund - Biomedical Discovery Grants,Targeting inhibin B action to regulate follicle-stimulating hormone production and female fertility,"$117,400 ", $-   , $-   ,,1 yr 0 mth ,"Human Development, Child and Youth Health",ENDOCRINOLOGY; PITUITARY; REPRODUCTION/PREGNANCY,2/1/2024,2025-01-31,0,"inhibin B, follicle-stimulating hormone, female fertility"
"Veillette, Andre",Institut de recherches cliniques de Montreal,Quebec,Project Grant,202104PJT,Cancer Biology & Therapeutics,Targeting inhibitory immune checkpoints in macrophages for anti-cancer therapy,"$956,250 ", $-   , $-   ,,5 yrs 0 mth ,Infection and Immunity,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Immunology and Infection-Immunology and Autoimmune Diseases (including rheumatology)",7/1/2022,2027-06-30,0,"immune checkpoints, macrophages, cancer"
"Sadar, Marianne D",University of British Columbia,British Columbia,Operating Grant,200903MOP,Cancer Biology & Therapeutics,Targeting interleukin-6 and the amino-terminus of the androgen receptor in osseous prostate cancer,"$362,448 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; CANCER; MOLECULAR BIOLOGY,10/1/2009,2012-09-30,7,"interleukin-6, androgen receptor, prostate cancer"
"Roy, Dominic",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Project Grant,202309PJT,Cancer Biology & Therapeutics,Targeting itaconate production to improve oncolytic virus therapy.,"$772,650 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2024,2029-03-31,0,"itaconate, oncolytic virus, production"
"Jiang, Xiaoyan",University of British Columbia,British Columbia,Project Grant,201709PJT,Cancer Progression & Therapeutics,Targeting Key Autophagy Proteins/Pathways for Treatment of Human Leukemia,"$787,950 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2018,2023-03-31,0,"Autophagy, Proteins, Leukemia"
"Basik, Mark",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant,202109PJT,Cancer Progression & Therapeutics 2,Targeting lipid metabolism in chemoresistant breast cancer,"$1,009,800 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2022,2027-03-31,0,"lipid metabolism, chemoresistant, breast cancer"
"Lam, Wan L",University of British Columbia,British Columbia,Project Grant,202203PJT,Cancer Progression & Therapeutics,Targeting lung microbiome for developing early detection and intervention strategies for lung cancer,"$914,176 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,10/1/2022,2027-09-30,0,"lung microbiome, early detection, lung cancer"
"Brindley, David N",University of Alberta,Alberta,Project Grant,201909PJT,Cancer Progression & Therapeutics,Targeting lysophosphatidate (LPA) signaling to improve therapeutic outcomes  for breast cancer patients,"$937,125 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2020,2025-03-31,0,"lysophosphatidate, signaling, breast cancer"
"Sorensen, Poul H",University of British Columbia,British Columbia,Project Grant,202309PJT,Cancer Biology & Therapeutics 2,Targeting metabolic vulnerabilities in childhood cancers using immunotherapy,"$956,250 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Pediatric Cancer,4/1/2024,2029-03-31,0,"metabolic vulnerabilities, childhood cancers, immunotherapy"
"Anderson, Deborah H",University of Saskatchewan,Saskatchewan,Operating Grant,201405MOP,Cancer Progression & Therapeutics,Targeting Metastatic Breast Cancer,"$100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,BREAST CANCER; BREAST CANCER THERAPY; CANCER,10/1/2014,2015-09-30,1,"Metastatic, Breast Cancer"
"Anderson, Deborah H",University of Saskatchewan,Saskatchewan,Project Grant,202309PJT,Cancer Progression & Therapeutics,Targeting metastatic breast cancer,"$504,900 ", $-   , $-   ,,2 yrs 0 mth ,Cancer Research,BREAST CANCER; BREAST CANCER THERAPY; CANCER,10/1/2014,2015-09-30,1,"Metastatic, Breast Cancer"
"Anderson, Deborah H",University of Saskatchewan,Saskatchewan,Project Grant - PA: Breast Cancer Research,202109PLL,Cancer Progression & Therapeutics,Targeting metastatic breast cancer,"$100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,BREAST CANCER; BREAST CANCER THERAPY; CANCER,10/1/2014,2015-09-30,1,"Metastatic, Breast Cancer"
"Tai, Lee-Hwa",Universite de Sherbrooke,Quebec,Project Grant,201809PJT,Cancer Progression & Therapeutics,Targeting metastatic disease of triple negative breast cancer with an immunogenic cancer vaccine,"$703,800 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",4/1/2019,2024-03-31,1,"metastatic disease, triple negative breast cancer, immunogenic vaccine"
"Irwin, Meredith",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201309MOP,Cancer Progression & Therapeutics,Targeting metastatic neuroblastoma,"$771,485 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,BRAIN TUMORS (INCL. RETINAL TUMORS); BONE CANCER; CANCER; CELL BIOLOGY,4/1/2014,2019-03-31,0,"metastatic, neuroblastoma"
"Spagnuolo, Paul",University of Guelph,Ontario,Project Grant,202003PJT,Cancer Progression & Therapeutics 2,Targeting mitochondria metabolism to selectively kill leukemia cells,"$367,200 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,10/1/2020,2023-09-30,1,"mitochondria, metabolism, leukemia"
"Schimmer, Aaron D",University Health Network (Toronto),Ontario,Operating Grant: Industry-partnered Collaborative Research,201309IPR,Industry Partnered Collaborative Research,Targeting mitochondrial translation as a novel therapeutic strategy for AML,"$820,000 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,LEUKAEMIAS; CANCER THERAPY GENERAL; CANCER,4/1/2014,2017-06-30,1,"mitochondrial translation, AML"
"Del Rincon, Sonia V",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant,202104PJT,Cancer Progression & Therapeutics,Targeting mRNA translation to effectively treat uveal melanoma.,"$715,276 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,10/1/2021,2026-09-30,0,"mRNA, translation, melanoma"
"Quail, Daniela",McGill University,Quebec,Project Grant,202104PJT,Cancer Biology & Therapeutics,Targeting obesity-associated monocytosis in colorectal cancer liver metastasis,"$948,600 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Tumor immune microenvironment,10/1/2021,2026-09-30,0,"obesity, monocytosis, colorectal cancer"
"Roskelley, Calvin D",University of British Columbia,British Columbia,Project Grant,201903PJT,Cancer Biology & Therapeutics 2,Targeting ovarian carcinoma using the cell surface glycoprotein podocalyxin.,"$963,900 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,10/1/2019,2024-09-30,1,"ovarian carcinoma, glycoprotein, podocalyxin"
"Hawkins, Cynthia E",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201103MOP,Cancer Progression & Therapeutics,Targeting Paediatric Brainstem Glioma Using Integrated Whole Genome Analysis,"$581,429 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,"BRAIN TUMORS (INCL. RETINAL TUMORS); BRAIN TUMORS THERAPY; CANCER; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",10/1/2011,2015-09-30,0,"Paediatric, Brainstem Glioma, Whole Genome"
"McMullen, Todd",University of Alberta,Alberta,Project Grant,201710PJT,Medical Physics & Imaging 2,Targeting PDGFRa using PET Imaging to Diagnose Metastatic Papillary Thyroid Cancer and Improve Treatment,"$100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics; Biomedical Engineering-Biomedical Imaging,4/1/2018,2019-03-31,0,"PDGFRa, PET imaging, thyroid cancer"
"Huang, Xi",Hospital for Sick Children (Toronto),Ontario,Project Grant,201809PJT,Cancer Biology & Therapeutics 2,Targeting potassium channel to disrupt the cellular hierarchy and suppress malignant growth of pediatric brain tumor,"$891,225 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis; Cancer-Pediatric Cancer,4/1/2019,2024-03-31,0,"potassium channel, cellular hierarchy, malignant growth"
